sentence: 双下肢深静脉(除右侧股浅及股深静脉外)及大隐静脉近段未见异常声像。
0	双下肢	身体结构	[]	[]	[1, 4]
54	,	-	[]	[]	[]
55	EMA	指标	[57]	[是_的限定]	[426, 429]
56	(	-	[]	[]	[]
57	+	值	[]	[]	[430, 431]
58	)	-	[]	[]	[]
59	,	-	[]	[]	[]
60	CD56	指标	[62]	[是_的限定]	[433, 437]
61	(	-	[]	[]	[]
62	+	值	[]	[]	[438, 439]
63	)	-	[]	[]	[]
64	,	-	[]	[]	[]
65	CK7	指标	[67]	[是_的限定]	[441, 444]
66	(	-	[]	[]	[]
67	+	值	[]	[]	[445, 446]
68	)	-	[]	[]	[]
69	,	-	[]	[]	[]
70	CK5/6	指标	[72]	[是_的限定]	[448, 453]
71	(	-	[]	[]	[]
72	-	值	[]	[]	[454, 455]
73	)	-	[]	[]	[]
74	,	-	[]	[]	[]
75	CgA	指标	[77]	[是_的限定]	[457, 460]
76	(	-	[]	[]	[]
77	-	值	[]	[]	[461, 462]
78	)	-	[]	[]	[]
79	,	-	[]	[]	[]
80	Syn	指标	[82]	[是_的限定]	[464, 467]
81	(	-	[]	[]	[]
82	-	值	[]	[]	[468, 469]
83	)	-	[]	[]	[]
84	,	-	[]	[]	[]
85	P63	指标	[87]	[是_的限定]	[471, 474]
86	(	-	[]	[]	[]
87	-	值	[]	[]	[475, 476]
88	)	-	[]	[]	[]
89	,	-	[]	[]	[]
90	TTF-1	指标	[92]	[是_的限定]	[478, 483]
91	(	-	[]	[]	[]
92	-	值	[]	[]	[484, 485]
93	)	-	[]	[]	[]
94	,	-	[]	[]	[]
95	组织改变	症状表现	[96]	[是_的限定]	[487, 491]
96	符合	特别修饰词	[]	[]	[491, 493]
97	肺基底	身体结构	[]	[]	[493, 496]
98	细胞样癌	疾病	[97]	[是_的限定]	[496, 500]
99	(	-	[]	[]	[]
100	大细胞癌	疾病	[]	[]	[501, 505]
101	的	-	[]	[]	[]
102	一种	值	[]	[]	[506, 508]
103	类型	-	[]	[]	[]
104	)	-	[]	[]	[]
105	伴有	-	[]	[]	[]
106	骨化性气管支气管病	疾病	[]	[]	[513, 522]

sentence: 1、考虑左上肺舌段少许慢性炎症较前稍吸收。2、主动脉硬化。两膈面膨隆。请结合临床。3、胸8、12椎体成形术后改变同前。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	考虑	-	[]	[]	[]
3	左上肺	身体结构	[]	[]	[5, 8]
4	舌段	局部位置	[3]	[是_的限定]	[8, 10]
5	少许	程度	[]	[]	[10, 12]
6	慢性炎症	症状表现	[5, 8]	[是_的限定, 是_的限定]	[12, 16]
7	较前	特别修饰词	[]	[]	[16, 18]
8	稍吸收	特别动作	[7]	[是_的限定]	[18, 21]
9	。	-	[]	[]	[]
10	2	-	[]	[]	[]
11	、	-	[]	[]	[]
12	主动脉硬化	疾病	[]	[]	[24, 29]
13	。	-	[]	[]	[]
14	两膈面	身体结构	[]	[]	[30, 33]
15	膨隆	症状表现	[14]	[是_的限定]	[33, 35]
16	。	-	[]	[]	[]
17	请	-	[]	[]	[]
18	结合	-	[]	[]	[]
19	临床	-	[]	[]	[]
20	。	-	[]	[]	[]
21	3	-	[]	[]	[]
22	、	-	[]	[]	[]
23	胸	身体结构	[]	[]	[44, 45]
24	8	值	[]	[]	[45, 46]
25	、	-	[]	[]	[]
26	12	值	[]	[]	[47, 49]
27	椎体	身体结构	[23, 24, 26]	[是_的限定, 是_的限定, 是_的限定]	[49, 51]
28	成形术后	治疗	[27]	[是_的限定]	[51, 55]
29	改变	症状表现	[30, 28]	[是_的限定, 是_的限定]	[55, 57]
30	同前	特别修饰词	[]	[]	[57, 59]

sentence: 全身骨显像与2013-03-05检查相比:1、腰骶骨局灶性骨质代谢异常活跃灶,大致同前,考虑退行性变。2、第五、十、十二胸椎椎体结节样密度增高灶,未见骨质代谢活跃,多考虑良性病变可能。3、建议定期(三至六个月后)追踪。
0	全身骨显像	检查评分	[2]	[是_的限定]	[62, 68]
1	与	-	[]	[]	[]
2	2013-03-05	时间	[]	[]	[69, 79]
3	检查	-	[]	[]	[]
4	相比	-	[]	[]	[]
5	:	-	[]	[]	[]
6	1	-	[]	[]	[]
7	、	-	[]	[]	[]
8	腰骶骨	身体结构	[]	[]	[86, 89]
9	局灶性	特别修饰词	[]	[]	[89, 92]
10	骨质代谢	指标	[]	[]	[92, 96]
11	异常活跃	症状表现	[]	[]	[96, 100]
12	灶	异常结构	[11, 9, 8, 10]	[是_的限定, 是_的限定, 是_的限定, 是_的限定]	[100, 101]
13	,	-	[]	[]	[]
14	大致同前	特别修饰词	[]	[]	[102, 106]
15	,	-	[]	[]	[]
16	考虑	-	[]	[]	[]
17	退行性变	症状表现	[]	[]	[109, 113]
18	。	-	[]	[]	[]
19	2	-	[]	[]	[]
20	、	-	[]	[]	[]
21	第	-	[]	[]	[]
22	五	值	[]	[]	[117, 118]
23	、	-	[]	[]	[]
24	十	值	[]	[]	[119, 120]
25	、	-	[]	[]	[]
26	十二	值	[]	[]	[121, 123]
27	胸椎	身体结构	[22, 24, 26]	[是_的限定, 是_的限定, 是_的限定]	[123, 125]
28	椎体	身体结构	[27]	[是_的限定]	[125, 127]
29	结节样	特别修饰词	[]	[]	[127, 130]
30	密度增高	症状表现	[]	[]	[130, 134]
31	灶	异常结构	[28, 29, 30]	[是_的限定, 是_的限定, 是_的限定]	[134, 135]
32	,	-	[]	[]	[]
33	未见	否定	[]	[]	[136, 138]
34	骨质代谢	指标	[35]	[是_的限定]	[138, 142]
35	活跃	症状表现	[33]	[是_的限定]	[142, 144]
36	,	-	[]	[]	[]
37	多	-	[]	[]	[]
38	考虑	-	[]	[]	[]
39	良性病变	疾病	[40]	[是_的限定]	[148, 152]
40	可能	概率	[]	[]	[152, 154]
41	。	-	[]	[]	[]
42	3	-	[]	[]	[]
43	、	-	[]	[]	[]
44	建议	-	[]	[]	[]
45	定期	一般时间	[]	[]	[159, 161]
46	(	-	[]	[]	[]
47	三至六个月后	时间	[]	[]	[162, 168]
48	)	-	[]	[]	[]
49	追踪	特别动作	[45, 47]	[是_的限定, 是_的限定]	[169, 171]

sentence: 1.右上肺癌术后改变,右侧剩余肺未能完全膨胀,右侧胸腔仍见局限性液气平。2.肺动脉造影未见异常。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	右上	方位	[]	[]	[177, 179]
3	肺癌	疾病	[2]	[是_的限定]	[179, 181]
4	术后	时间	[]	[]	[181, 183]
5	改变	症状表现	[4]	[是_的限定]	[183, 185]
6	,	-	[]	[]	[]
7	右侧	方位	[]	[]	[186, 188]
8	剩余肺	身体结构	[7]	[是_的限定]	[188, 191]
9	未能	否定	[]	[]	[191, 193]
10	完全膨胀	症状表现	[9, 8]	[是_的限定, 是_的限定]	[193, 197]
11	,	-	[]	[]	[]
12	右侧	方位	[]	[]	[198, 200]
13	胸腔	身体结构	[12]	[是_的限定]	[200, 202]
14	仍见	-	[]	[]	[]
15	局限性	特别修饰词	[]	[]	[204, 207]
16	液气平	症状表现	[15, 13]	[是_的限定, 是_的限定]	[207, 210]
17	。	-	[]	[]	[]
18	2	-	[]	[]	[]
19	.	-	[]	[]	[]
20	肺动脉造影	检查评分	[21]	[是_的限定]	[213, 218]
21	未见异常	否定	[]	[]	[218, 222]

sentence: 左侧腘动脉、双侧股浅动脉、胫前动脉、胫后动脉及足背动脉未见异常声像。 双侧股总动脉、股深动脉及右侧腘动脉显示不清。
0	左侧	方位	[]	[]	[226, 228]
1	腘动脉	身体结构	[0]	[是_的限定]	[228, 231]
2	、	-	[]	[]	[]
3	双侧	方位	[]	[]	[232, 234]
4	股浅动脉	身体结构	[3]	[是_的限定]	[234, 238]
5	、	-	[]	[]	[]
6	胫前动脉	身体结构	[3]	[是_的限定]	[239, 243]
7	、	-	[]	[]	[]
8	胫后动脉	身体结构	[3]	[是_的限定]	[244, 248]
9	及	-	[]	[]	[]
10	足背动脉	身体结构	[3]	[是_的限定]	[249, 253]
11	未见	否定	[]	[]	[253, 255]
12	异常	症状表现	[]	[]	[255, 257]
13	声像	影像	[12, 11, 1, 4, 6, 8, 10]	[是_的限定, 是_的限定, 是_的限定, 是_的限定, 是_的限定, 是_的限定, 是_的限定]	[257, 259]
14	。	-	[]	[]	[]
15	 	-	[]	[]	[]
16	双侧	方位	[]	[]	[261, 263]
17	股总动脉	身体结构	[16]	[是_的限定]	[263, 267]
18	、	-	[]	[]	[]
19	股深动脉	身体结构	[16]	[是_的限定]	[268, 272]
20	及	-	[]	[]	[]
21	右侧腘动脉	身体结构	[]	[]	[273, 278]
22	显示不清	症状表现	[17, 19, 21]	[是_的限定, 是_的限定, 是_的限定]	[278, 282]

sentence: 符合双肾多发性囊肿声像。 符合左肾多发性结石 右肾单发性结石声像 双肾未见积液声像。
0	符合	-	[]	[]	[]
1	双肾	身体结构	[]	[]	[288, 290]
2	多发性	特别修饰词	[]	[]	[290, 293]
3	囊肿	异常结构	[1, 2]	[是_的限定, 是_的限定]	[293, 295]
4	声像	影像	[3]	[是_的限定]	[295, 297]
5	。	-	[]	[]	[]
6	 	-	[]	[]	[]
7	符合	-	[]	[]	[]
8	左肾	身体结构	[]	[]	[301, 303]
9	多发性	特别修饰词	[]	[]	[303, 306]
10	结石	异常结构	[8, 9]	[是_的限定, 是_的限定]	[306, 308]
11	 	-	[]	[]	[]
12	右肾	身体结构	[]	[]	[309, 311]
13	单发性	特别修饰词	[]	[]	[311, 314]
14	结石	异常结构	[12, 13]	[是_的限定, 是_的限定]	[314, 316]
15	声像	影像	[10, 14]	[是_的限定, 是_的限定]	[316, 318]
16	 	-	[]	[]	[]
17	双肾	身体结构	[]	[]	[319, 321]
18	未见	否定	[]	[]	[321, 323]
19	积液	症状表现	[]	[]	[323, 325]
20	声像	影像	[18, 17, 19]	[是_的限定, 是_的限定, 是_的限定]	[325, 327]

sentence: 1.慢支炎、肺气肿。2.考虑两下肺炎症。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	慢支炎	疾病	[]	[]	[3, 6]
3	、	-	[]	[]	[]
4	肺气肿	疾病	[]	[]	[7, 10]
5	。	-	[]	[]	[]
6	2	-	[]	[]	[]
7	.	-	[]	[]	[]
8	考虑	-	[]	[]	[]
9	两下肺	身体结构	[]	[]	[15, 18]
10	炎症	症状表现	[9]	[是_的限定]	[18, 20]

sentence: 1、肝内未见占位病变。血流未见异常。2、餐后胆囊。胆总管上段未见明显扩张。3、脾脏不大，血流未见异常。4、胰腺不大。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	肝	身体结构	[]	[]	[26, 27]
3	内	方位	[2]	[是_的限定]	[27, 28]
4	未见	否定	[]	[]	[28, 30]
5	占位病变	症状表现	[3]	[是_的限定]	[30, 34]
6	。	-	[]	[]	[]
7	血流	指标	[8]	[是_的限定]	[35, 37]
8	未见异常	否定	[]	[]	[37, 41]
9	。	-	[]	[]	[]
10	2	-	[]	[]	[]
11	、	-	[]	[]	[]
12	餐后胆囊	症状表现	[]	[]	[44, 48]
13	。	-	[]	[]	[]
14	胆总管	身体结构	[]	[]	[49, 52]
15	上段	局部位置	[14]	[是_的限定]	[52, 54]
16	未见	否定	[]	[]	[54, 56]
17	明显	程度	[]	[]	[56, 58]
18	扩张	症状表现	[17, 16, 15]	[是_的限定, 是_的限定, 是_的限定]	[58, 60]
19	。	-	[]	[]	[]
20	3	-	[]	[]	[]
21	、	-	[]	[]	[]
22	脾脏	身体结构	[23]	[是_的限定]	[63, 65]
23	不大	否定	[]	[]	[65, 67]
24	，	-	[]	[]	[]
25	血流	指标	[26]	[是_的限定]	[68, 70]
26	未见异常	否定	[]	[]	[70, 74]
27	。	-	[]	[]	[]
28	4	-	[]	[]	[]
29	、	-	[]	[]	[]
30	胰腺	身体结构	[31]	[是_的限定]	[77, 79]
31	不大	否定	[]	[]	[79, 81]

sentence: 1、左胸少量积液（标志点进针30mm，量少，定位供参考）。2、右胸未见积液。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	左胸	身体结构	[]	[]	[87, 89]
3	少量	程度	[]	[]	[89, 91]
4	积液	症状表现	[3, 2, 10]	[是_的限定, 是_的限定, 是_的限定]	[91, 93]
5	（	-	[]	[]	[]
6	标志点	局部位置	[7]	[是_的限定]	[94, 97]
7	进针	医疗操作	[8]	[是_的限定]	[97, 99]
8	30mm	值	[]	[]	[99, 103]
9	，	-	[]	[]	[]
10	量少	症状表现	[]	[]	[104, 106]
11	，	-	[]	[]	[]
12	定位	局部位置	[]	[]	[107, 109]
13	供参考	-	[]	[]	[]
14	）	-	[]	[]	[]
15	。	-	[]	[]	[]
16	2	-	[]	[]	[]
17	、	-	[]	[]	[]
18	右胸	身体结构	[]	[]	[116, 118]
19	未见	否定	[]	[]	[118, 120]
20	积液	症状表现	[18, 19]	[是_的限定, 是_的限定]	[120, 122]

sentence: 心影饱满，两肺少量渗出，肺水肿和/或感染，请结合临床。
0	心影	影像	[]	[]	[126, 128]
1	饱满	症状表现	[0]	[是_的限定]	[128, 130]
2	，	-	[]	[]	[]
3	两肺	身体结构	[]	[]	[131, 133]
4	少量	程度	[]	[]	[133, 135]
5	渗出	症状表现	[4, 3]	[是_的限定, 是_的限定]	[135, 137]
6	，	-	[]	[]	[]
7	肺水肿	症状表现	[]	[]	[138, 141]
8	和	-	[]	[]	[]
9	/	-	[]	[]	[]
10	或	-	[]	[]	[]
11	感染	症状表现	[]	[]	[144, 146]
12	，	-	[]	[]	[]
13	请	-	[]	[]	[]
14	结合	-	[]	[]	[]
15	临床	-	[]	[]	[]

sentence: 慢性风湿性心脏瓣膜病声像： 二尖瓣狭窄（重度 ），返流（轻度）。 左房附壁血栓。 三尖瓣返流（重度 ），肺动脉高压（重度）。主动脉硬化。主动脉瓣退行性变并返流（轻度）。 左室收缩功能未见异常。
0	慢性风湿性心脏瓣膜病	疾病	[]	[]	[156, 166]
1	声像	影像	[0]	[是_的限定]	[166, 168]
2	：	-	[]	[]	[]
3	 	-	[]	[]	[]
4	二尖瓣	身体结构	[]	[]	[170, 173]
5	狭窄	症状表现	[4, 7]	[是_的限定, 是_的限定]	[173, 175]
6	（	-	[]	[]	[]
7	重度	分级	[]	[]	[176, 178]
8	 	-	[]	[]	[]
9	）	-	[]	[]	[]
10	，	-	[]	[]	[]
11	返流	症状表现	[4, 13]	[是_的限定, 是_的限定]	[181, 183]
12	（	-	[]	[]	[]
13	轻度	分级	[]	[]	[184, 186]
14	）	-	[]	[]	[]
15	。	-	[]	[]	[]
16	 	-	[]	[]	[]
17	左房	身体结构	[]	[]	[189, 191]
18	附壁血栓	异常结构	[17]	[是_的限定]	[191, 195]
19	。	-	[]	[]	[]
20	 	-	[]	[]	[]
21	三尖瓣	身体结构	[]	[]	[197, 200]
22	返流	症状表现	[21, 24]	[是_的限定, 是_的限定]	[200, 202]
23	（	-	[]	[]	[]
24	重度	分级	[]	[]	[203, 205]
25	 	-	[]	[]	[]
26	）	-	[]	[]	[]
27	，	-	[]	[]	[]
28	肺动脉高压	症状表现	[30]	[是_的限定]	[208, 213]
29	（	-	[]	[]	[]
30	重度	分级	[]	[]	[214, 216]
31	）	-	[]	[]	[]
32	。	-	[]	[]	[]
33	主动脉硬化	疾病	[]	[]	[218, 223]
34	。	-	[]	[]	[]
35	主动脉瓣	身体结构	[]	[]	[224, 228]
36	退行性变	症状表现	[35]	[是_的限定]	[228, 232]
37	并	-	[]	[]	[]
38	返流	症状表现	[35, 40]	[是_的限定, 是_的限定]	[233, 235]
39	（	-	[]	[]	[]
40	轻度	分级	[]	[]	[236, 238]
41	）	-	[]	[]	[]
42	。	-	[]	[]	[]
43	 	-	[]	[]	[]
44	左室	身体结构	[]	[]	[241, 243]
45	收缩功能	指标	[44, 46]	[是_的限定, 是_的限定]	[243, 247]
46	未见异常	否定	[]	[]	[247, 251]

sentence: 1、左侧上颌窦及筛窦少量炎症。2、鼻中隔居中。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	左侧	方位	[]	[]	[3, 5]
3	上颌窦	身体结构	[2]	[是_的限定]	[5, 8]
4	及	-	[]	[]	[]
5	筛窦	身体结构	[]	[]	[9, 11]
6	少量	程度	[]	[]	[11, 13]
7	炎症	症状表现	[6, 5, 3]	[是_的限定, 是_的限定, 是_的限定]	[13, 15]
8	。	-	[]	[]	[]
9	2	-	[]	[]	[]
10	、	-	[]	[]	[]
11	鼻中隔	身体结构	[]	[]	[18, 21]
12	居中	症状表现	[11]	[是_的限定]	[21, 23]

sentence: 1.两肺弥漫渗出性病灶较前明显吸收减少，考虑肺水肿和/或肺感染较前好转；请结合临床。2.主动脉硬化、心影轻度增大同前片相仿。3.拟两侧少量胸腔积液较前减少。4.颈段气管变窄同前片相仿，请结合临床。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	两肺	身体结构	[]	[]	[29, 31]
3	弥漫渗出性	特别修饰词	[]	[]	[31, 36]
4	病灶	异常结构	[2, 3]	[是_的限定, 是_的限定]	[36, 38]
5	较前	特别修饰词	[]	[]	[38, 40]
6	明显	程度	[]	[]	[40, 42]
7	吸收	特别动作	[6, 5]	[是_的限定, 是_的限定]	[42, 44]
8	减少	症状表现	[6, 5]	[是_的限定, 是_的限定]	[44, 46]
9	，	-	[]	[]	[]
10	考虑	-	[]	[]	[]
11	肺水肿	症状表现	[17]	[是_的限定]	[49, 52]
12	和	-	[]	[]	[]
13	/	-	[]	[]	[]
14	或	-	[]	[]	[]
15	肺感染	症状表现	[17]	[是_的限定]	[55, 58]
16	较前	特别修饰词	[]	[]	[58, 60]
17	好转	趋势	[16]	[是_的限定]	[60, 62]
18	；	-	[]	[]	[]
19	请	-	[]	[]	[]
20	结合	-	[]	[]	[]
21	临床	-	[]	[]	[]
22	。	-	[]	[]	[]
23	2	-	[]	[]	[]
24	.	-	[]	[]	[]
25	主动脉硬化	疾病	[]	[]	[71, 76]
26	、	-	[]	[]	[]
27	心影	影像	[]	[]	[77, 79]
28	轻度	程度	[]	[]	[79, 81]
29	增大	症状表现	[27, 28, 30]	[是_的限定, 是_的限定, 是_的限定]	[81, 83]
30	同前片相仿	特别修饰词	[]	[]	[83, 88]
31	。	-	[]	[]	[]
32	3	-	[]	[]	[]
33	.	-	[]	[]	[]
34	拟	-	[]	[]	[]
35	两侧	方位	[]	[]	[92, 94]
36	少量	程度	[]	[]	[94, 96]
37	胸腔积液	症状表现	[35, 36]	[是_的限定, 是_的限定]	[96, 100]
38	较前	特别修饰词	[]	[]	[100, 102]
39	减少	症状表现	[38, 37]	[是_的限定, 是_的限定]	[102, 104]
40	。	-	[]	[]	[]
41	4	-	[]	[]	[]
42	.	-	[]	[]	[]
43	颈段气管	身体结构	[]	[]	[107, 111]
44	变窄	症状表现	[43, 45]	[是_的限定, 是_的限定]	[111, 113]
45	同前片相仿	特别修饰词	[]	[]	[113, 118]
46	，	-	[]	[]	[]
47	请	-	[]	[]	[]
48	结合	-	[]	[]	[]
49	临床	-	[]	[]	[]

sentence: 慢支炎，肺气肿，两上肺尖肺大泡。
0	慢支炎	疾病	[]	[]	[128, 131]
1	，	-	[]	[]	[]
2	肺气肿	疾病	[]	[]	[132, 135]
3	，	-	[]	[]	[]
4	两上	方位	[]	[]	[136, 138]
5	肺尖	局部位置	[4]	[是_的限定]	[138, 140]
6	肺大泡	疾病	[5]	[是_的限定]	[140, 143]

sentence: 1、未除外两下肺少许炎症，请结合临床。2、慢支炎，肺气肿、主动脉硬化同前。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	未除外	概率	[]	[]	[149, 152]
3	两下肺	身体结构	[]	[]	[152, 155]
4	少许	程度	[]	[]	[155, 157]
5	炎症	症状表现	[2, 3, 4]	[是_的限定, 是_的限定, 是_的限定]	[157, 159]
6	，	-	[]	[]	[]
7	请	-	[]	[]	[]
8	结合	-	[]	[]	[]
9	临床	-	[]	[]	[]
10	。	-	[]	[]	[]
11	2	-	[]	[]	[]
12	、	-	[]	[]	[]
13	慢支炎	疾病	[]	[]	[168, 171]
14	，	-	[]	[]	[]
15	肺气肿	疾病	[18]	[是_的限定]	[172, 175]
16	、	-	[]	[]	[]
17	主动脉硬化	疾病	[18]	[是_的限定]	[176, 181]
18	同前	特别修饰词	[]	[]	[181, 183]

sentence: 1、左肾多发囊肿。 右肾未见结石及积液。2、双输尿管上段未见扩张。3、膀胱未见结石。4、前列腺增生并钙化。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	左肾	身体结构	[]	[]	[189, 191]
3	多发	特别修饰词	[]	[]	[191, 193]
4	囊肿	异常结构	[2, 3]	[是_的限定, 是_的限定]	[193, 195]
5	。	-	[]	[]	[]
6	 	-	[]	[]	[]
7	右肾	身体结构	[]	[]	[197, 199]
8	未见	否定	[]	[]	[199, 201]
9	结石	异常结构	[7, 8]	[是_的限定, 是_的限定]	[201, 203]
10	及	-	[]	[]	[]
11	积液	症状表现	[7, 8]	[是_的限定, 是_的限定]	[204, 206]
12	。	-	[]	[]	[]
13	2	-	[]	[]	[]
14	、	-	[]	[]	[]
15	双	方位	[]	[]	[209, 210]
16	输尿管	身体结构	[15]	[是_的限定]	[210, 213]
17	上段	局部位置	[16]	[是_的限定]	[213, 215]
18	未见	否定	[]	[]	[215, 217]
19	扩张	症状表现	[17, 18]	[是_的限定, 是_的限定]	[217, 219]
20	。	-	[]	[]	[]
21	3	-	[]	[]	[]
22	、	-	[]	[]	[]
23	膀胱	身体结构	[]	[]	[222, 224]
24	未见	否定	[]	[]	[224, 226]
25	结石	异常结构	[23, 24]	[是_的限定, 是_的限定]	[226, 228]
26	。	-	[]	[]	[]
27	4	-	[]	[]	[]
28	、	-	[]	[]	[]
29	前列腺	身体结构	[]	[]	[231, 234]
30	增生	症状表现	[29]	[是_的限定]	[234, 236]
31	并	-	[]	[]	[]
32	钙化	症状表现	[29]	[是_的限定]	[237, 239]

sentence: 1、慢支炎，肺气肿，拟继发两肺间质纤维化。2、主动脉硬化。
0	1	-	[]	[]	[]
1	、	-	[]	[]	[]
2	慢支炎	疾病	[]	[]	[3, 6]
3	，	-	[]	[]	[]
4	肺气肿	疾病	[]	[]	[7, 10]
5	，	-	[]	[]	[]
6	拟	-	[]	[]	[]
7	继发	特别修饰词	[]	[]	[12, 14]
8	两肺	身体结构	[]	[]	[14, 16]
9	间质	身体结构	[8]	[是_的限定]	[16, 18]
10	纤维化	症状表现	[7, 9]	[是_的限定, 是_的限定]	[18, 21]
11	。	-	[]	[]	[]
12	2	-	[]	[]	[]
13	、	-	[]	[]	[]
14	主动脉硬化	疾病	[]	[]	[24, 29]

sentence: 冠心病术后改变。左室收缩功能未见异常；舒张功能减退。
0	冠心病	疾病	[]	[]	[33, 36]
1	术后	一般时间	[0]	[是_的限定]	[36, 38]
2	改变	症状表现	[1]	[是_的限定]	[38, 40]
3	。	-	[]	[]	[]
4	左室	身体结构	[]	[]	[41, 43]
5	收缩功能	指标	[6, 4]	[是_的限定, 是_的限定]	[43, 47]
6	未见异常	否定	[]	[]	[47, 51]
7	；	-	[]	[]	[]
8	舒张功能	指标	[9]	[是_的限定]	[52, 56]
9	减退	症状表现	[]	[]	[56, 58]

sentence: （左下肺外基底段)送检支气管粘膜组织经连续多次切片，粘膜内及粘膜下可见大量中性粒细胞、淋巴细胞及嗜酸性粒细胞浸润，血管充血、水肿，特殊染色：抗酸（－）、六胺银（－）、AB（－）、PAS（－），组织改变为慢性支气管炎急性发作，因其中有较多嗜酸性粒细胞，建议临床注意排除真菌及其他相关疾病。
0	（	-	[]	[]	[]
1	左下肺	身体结构	[]	[]	[63, 66]
2	外基底段	局部位置	[1]	[是_的限定]	[66, 70]
3	)	-	[]	[]	[]
4	送检	特别动作	[]	[]	[71, 73]
5	支气管	身体结构	[]	[]	[73, 76]
6	粘膜组织	身体结构	[5, 10, 4]	[是_的限定, 是_的限定, 是_的限定]	[76, 80]
7	经	-	[]	[]	[]
8	连续	特别修饰词	[]	[]	[81, 83]
9	多次	频率	[]	[]	[83, 85]
10	切片	医疗操作	[8, 9]	[是_的限定, 是_的限定]	[85, 87]
11	，	-	[]	[]	[]
12	粘膜内	方位	[]	[]	[88, 91]
13	及	-	[]	[]	[]
14	粘膜下	方位	[]	[]	[92, 95]
15	可见	-	[]	[]	[]
16	大量	程度	[]	[]	[97, 99]
17	中性粒细胞	身体结构	[16]	[是_的限定]	[99, 104]
18	、	-	[]	[]	[]
19	淋巴细胞	身体结构	[16]	[是_的限定]	[105, 109]
20	及	-	[]	[]	[]
21	嗜酸性粒细胞	身体结构	[16]	[是_的限定]	[110, 116]
22	浸润	特别动作	[12, 14, 17, 19, 21]	[是_的限定, 是_的限定, 是_的限定, 是_的限定, 是_的限定]	[116, 118]
23	，	-	[]	[]	[]
24	血管	身体结构	[]	[]	[119, 121]
25	充血	症状表现	[24]	[是_的限定]	[121, 123]
26	、	-	[]	[]	[]
27	水肿	症状表现	[24]	[是_的限定]	[124, 126]
28	，	-	[]	[]	[]
29	特殊染色	检查评分	[]	[]	[127, 131]
30	：	-	[]	[]	[]
31	抗酸	指标	[33]	[是_的限定]	[132, 134]
32	（	-	[]	[]	[]
33	－	值	[]	[]	[135, 136]
34	）	-	[]	[]	[]
35	、	-	[]	[]	[]
36	六胺银	指标	[38]	[是_的限定]	[138, 141]
37	（	-	[]	[]	[]
38	－	值	[]	[]	[142, 143]
39	）	-	[]	[]	[]
40	、	-	[]	[]	[]
41	AB	指标	[43]	[是_的限定]	[145, 147]
42	（	-	[]	[]	[]
43	－	值	[]	[]	[148, 149]
44	）	-	[]	[]	[]
45	、	-	[]	[]	[]
46	PAS	指标	[48]	[是_的限定]	[151, 154]
47	（	-	[]	[]	[]
48	－	值	[]	[]	[155, 156]
49	）	-	[]	[]	[]
50	，	-	[]	[]	[]
51	组织	身体结构	[]	[]	[158, 160]
52	改变	症状表现	[51]	[是_的限定]	[160, 162]
53	为	-	[]	[]	[]
54	慢性支气管炎	疾病	[]	[]	[163, 169]
55	急性发作	症状表现	[54]	[是_的限定]	[169, 173]
56	，	-	[]	[]	[]
57	因	-	[]	[]	[]
58	其中	-	[]	[]	[]
59	有	-	[]	[]	[]
60	较多	程度	[]	[]	[178, 180]
61	嗜酸性粒细胞	身体结构	[60]	[是_的限定]	[180, 186]
62	，	-	[]	[]	[]
63	建议	-	[]	[]	[]
64	临床	-	[]	[]	[]
65	注意	-	[]	[]	[]
66	排除	否定	[]	[]	[193, 195]
67	真菌	生物	[]	[]	[195, 197]
68	及	-	[]	[]	[]
69	其他相关	特别修饰词	[]	[]	[198, 202]
70	疾病	疾病	[67, 69, 66]	[是_的限定, 是_的限定, 是_的限定]	[202, 204]

sentence: 1.腹部未见明确异常。2.拟肾下垂。
0	1	-	[]	[]	[]
1	.	-	[]	[]	[]
2	腹部	身体结构	[3]	[是_的限定]	[210, 212]
3	未见明确异常	否定	[]	[]	[212, 218]
4	。	-	[]	[]	[]
5	2	-	[]	[]	[]
6	.	-	[]	[]	[]
7	拟	-	[]	[]	[]
8	肾下垂	症状表现	[]	[]	[222, 225]

sentence: （右上叶后段）送检组织部分为气管粘膜，呈慢性炎，部分为肺组织，肺泡结构破坏，可见大量纤维组织增生，仅见个别化生的肺泡Ⅱ型上皮，部分肺泡腔内可见出血，请结合临床。
0	（	-	[]	[]	[]
1	右上叶	局部位置	[]	[]	[230, 233]
2	后段	局部位置	[1]	[是_的限定]	[233, 235]
3	）	-	[]	[]	[]
4	送检	特别动作	[]	[]	[236, 238]
5	组织	身体结构	[4]	[是_的限定]	[238, 240]
6	部分	程度	[]	[]	[240, 242]
7	为	-	[]	[]	[]
